,Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
2121,2122,25/08/2020,3,20,23,24,35,39,0,,"R$0,00",10,"R$6.540,34",674,"R$110,90",13649,"R$2,73",14,15,43,48,49,50,0,"R$0,00",11,"R$5.351,19",792,"R$94,37",14021,"R$2,66",Sim,"R$2.155.327,50","R$3.000.000,00","R$8.163.194,37",
2122,2123,27/08/2020,5,9,26,28,43,45,0,,"R$0,00",17,"R$4.014,22",893,"R$87,33",15715,"R$2,48",9,11,26,35,42,48,0,"R$0,00",11,"R$5.583,41",908,"R$85,89",15394,"R$2,53",Sim,"R$2.248.860,00","R$3.300.000,00","R$8.272.381,04",
2123,2124,29/08/2020,4,26,27,41,42,46,0,,"R$0,00",15,"R$5.102,66",806,"R$108,52",16115,"R$2,71",21,30,40,45,48,49,0,"R$0,00",8,"R$8.610,74",571,"R$153,19",12999,"R$3,36",Sim,"R$2.522.322,50","R$3.600.000,00","R$8.394.844,86",
2124,2125,01/09/2020,5,7,21,25,30,42,0,,"R$0,00",13,"R$6.107,64",953,"R$95,21",18155,"R$2,49",6,9,25,26,42,44,0,"R$0,00",13,"R$5.496,87",962,"R$94,32",18734,"R$2,42",Sim,"R$2.616.552,50","R$4.000.000,00","R$8.521.883,72",
2125,2126,03/09/2020,9,11,32,36,41,44,0,,"R$0,00",16,"R$5.092,64",898,"R$103,69",17361,"R$2,68",1,3,11,35,37,38,0,"R$0,00",7,"R$10.476,29",804,"R$115,82",16448,"R$2,83",Sim,"R$2.685.195,00","R$4.300.000,00","R$8.652.255,33",
2126,2127,05/09/2020,1,8,14,24,32,44,0,,"R$0,00",18,"R$4.688,77",936,"R$103,04",17435,"R$2,76",11,13,17,27,34,44,0,"R$0,00",21,"R$3.617,05",1092,"R$88,32",20677,"R$2,33",Sim,"R$2.781.277,50","R$4.600.000,00","R$8.787.291,94",
2127,2128,08/09/2020,1,6,8,13,43,45,0,,"R$0,00",8,"R$8.335,35",756,"R$100,80",15333,"R$2,48",6,12,13,21,27,47,0,"R$0,00",12,"R$5.001,21",851,"R$89,55",16107,"R$2,36",Sim,"R$2.197.490,00","R$4.900.000,00","R$8.893.984,49",
2128,2129,10/09/2020,10,13,15,22,24,32,0,,"R$0,00",14,"R$6.074,92",931,"R$104,40",18593,"R$2,61",10,16,17,20,22,38,0,"R$0,00",25,"R$3.061,76",996,"R$97,58",17552,"R$2,76",Sim,"R$2.802.730,00","R$5.300.000,00","R$9.030.062,67",
2129,2130,12/09/2020,4,13,25,30,40,44,0,,"R$0,00",21,"R$3.780,58",864,"R$105,01",16983,"R$2,67",8,12,15,16,26,48,0,"R$0,00",14,"R$5.103,77",964,"R$94,12",18479,"R$2,45",Sim,"R$2.616.315,00","R$5.600.000,00","R$9.157.090,02",
2130,2131,15/09/2020,9,34,41,42,45,46,0,,"R$0,00",12,"R$7.319,08",1016,"R$98,79",18928,"R$2,65",3,8,16,36,48,50,0,"R$0,00",13,"R$6.080,46",1042,"R$96,33",20471,"R$2,45",Sim,"R$2.894.345,00","R$6.000.000,00","R$9.297.616,28",
2131,2132,17/09/2020,5,7,24,32,33,50,1,"CANAL ELETRONICO; 
BALNEARIO CAMBORIU/SC","R$5.958.319,13",25,"R$3.712,16",1209,"R$87,72",22923,"R$2,31",2,14,21,24,31,38,1,"R$102.084,44",9,"R$9.280,40",845,"R$125,51",17958,"R$2,95",Não,"R$3.058.297,50","R$150.000,00","R$9.446.102,78",
2132,2133,19/09/2020,6,7,13,21,33,47,0,ILHEUS/BA,"R$0,00",20,"R$2.374,73",988,"R$54,93",13473,"R$2,01",3,6,16,17,20,40,1,"R$52.243,92",5,"R$8.549,01",485,"R$111,91",9318,"R$2,91",Sim,"R$1.565.150,00","R$300.000,00","R$9.522.093,96",
2133,2134,22/09/2020,1,20,28,29,37,50,0,,"R$0,00",3,"R$13.702,84",293,"R$160,34",7002,"R$3,35",3,5,21,41,49,50,0,"R$0,00",9,"R$4.110,85",515,"R$91,22",9864,"R$2,38",Sim,"R$1.354.705,00","R$500.000,00","R$9.587.867,62",
2134,2135,24/09/2020,5,12,17,22,29,46,0,RIO DE JANEIRO/RJ,"R$0,00",17,"R$2.429,28",619,"R$76,24",10113,"R$2,33",3,12,25,33,34,42,1,"R$45.427,67",6,"R$6.194,68",566,"R$83,38",10277,"R$2,29",Sim,"R$1.360.945,00","R$600.000,00","R$9.653.944,25",
2135,2136,26/09/2020,5,18,19,37,47,49,0,,"R$0,00",7,"R$6.362,69",606,"R$83,99",11011,"R$2,31",1,5,7,11,15,48,0,"R$0,00",22,"R$1.822,04",717,"R$70,99",11662,"R$2,18",Sim,"R$1.467.747,50","R$800.000,00","R$9.725.206,35",
2136,2137,29/09/2020,15,29,30,32,45,48,0,,"R$0,00",6,"R$7.087,01",527,"R$92,21",8385,"R$2,89",6,19,20,21,38,50,0,"R$0,00",60,"R$911,18",492,"R$98,77",9196,"R$2,64",Sim,"R$1.401.287,50","R$900.000,00","R$9.793.241,68",
2137,2138,01/10/2020,1,6,8,22,24,31,0,,"R$0,00",7,"R$6.435,47",517,"R$99,58",9675,"R$2,66",6,25,26,35,46,50,0,"R$0,00",4,"R$10.135,86",450,"R$114,40",9370,"R$2,74",Sim,"R$1.484.537,50","R$1.100.000,00","R$9.865.318,94",
2138,2139,03/10/2020,7,8,13,21,39,50,0,,"R$0,00",6,"R$8.496,11",634,"R$91,89",12428,"R$2,34",16,27,34,40,43,48,0,"R$0,00",5,"R$9.175,79",507,"R$114,90",9884,"R$2,94",Sim,"R$1.679.902,50","R$1.400.000,00","R$9.946.881,61",
2139,2140,06/10/2020,6,10,16,26,27,44,0,,"R$0,00",6,"R$7.967,43",520,"R$105,06",10632,"R$2,56",4,5,10,44,47,50,0,"R$0,00",13,"R$3.309,55",705,"R$77,49",12860,"R$2,12",Sim,"R$1.575.367,50","R$1.600.000,00","R$10.023.368,87",
2140,2141,08/10/2020,11,20,24,35,36,44,0,,"R$0,00",8,"R$6.729,81",500,"R$123,05",10853,"R$2,83",11,25,27,37,40,45,0,"R$0,00",6,"R$8.075,77",478,"R$128,72",10545,"R$2,91",Sim,"R$1.774.212,50","R$1.800.000,00","R$10.109.510,46",
2141,2142,10/10/2020,9,11,12,26,30,46,0,,"R$0,00",12,"R$5.003,42",658,"R$104,28",13332,"R$2,57",5,7,32,35,42,49,0,"R$0,00",7,"R$7.719,57",795,"R$86,31",14519,"R$2,36",Sim,"R$1.978.615,00","R$2.100.000,00","R$10.205.576,20",
2142,2143,13/10/2020,22,23,33,37,43,48,0,,"R$0,00",5,"R$8.892,16",419,"R$121,27",9370,"R$2,71",15,20,36,39,42,49,0,"R$0,00",7,"R$5.716,39",453,"R$112,16",8444,"R$3,00",Sim,"R$1.465.177,50","R$2.200.000,00","R$10.276.713,54",
2143,2144,15/10/2020,5,14,33,36,37,48,0,,"R$0,00",9,"R$6.336,14",792,"R$82,28",13825,"R$2,35",1,13,20,21,29,32,0,"R$0,00",6,"R$8.553,79",489,"R$133,27",10676,"R$3,05",Sim,"R$1.879.230,00","R$2.500.000,00","R$10.367.953,94",
2144,2145,17/10/2020,9,11,14,20,22,34,0,,"R$0,00",12,"R$5.175,36",679,"R$104,53",12910,"R$2,74",9,25,32,40,44,50,0,"R$0,00",12,"R$4.657,82",587,"R$120,91",12835,"R$2,76",Sim,"R$2.046.605,00","R$2.700.000,00","R$10.467.320,72",
2145,2146,20/10/2020,1,10,22,32,41,44,0,,"R$0,00",10,"R$5.353,81",538,"R$113,72",10764,"R$2,84",1,2,13,27,30,31,0,"R$0,00",11,"R$4.380,39",609,"R$100,47",10931,"R$2,79",Sim,"R$1.764.312,50","R$2.900.000,00","R$10.552.981,65",
2146,2147,22/10/2020,3,9,14,33,37,47,0,,"R$0,00",15,"R$3.570,89",818,"R$74,83",13804,"R$2,21",5,6,10,23,33,35,0,"R$0,00",8,"R$6.025,88",722,"R$84,78",13601,"R$2,25",Sim,"R$1.765.145,00","R$3.200.000,00","R$10.638.683,00",
2147,2148,24/10/2020,22,24,30,32,37,39,0,,"R$0,00",9,"R$7.763,28",570,"R$140,08",11781,"R$3,38",6,9,28,29,40,47,0,"R$0,00",10,"R$6.288,26",625,"R$127,76",13177,"R$3,02",Sim,"R$2.302.505,00","R$3.500.000,00","R$10.750.474,24",
2148,2149,27/10/2020,6,8,22,25,37,47,1,CIANORTE/PR,"R$3.429.286,21",12,"R$5.125,19",734,"R$95,76",14119,"R$2,48",12,13,34,35,36,41,0,"R$0,00",17,"R$3.256,01",728,"R$96,54",13401,"R$2,62",Não,"R$2.026.770,00","R$200.000,00","R$10.848.878,00",
2149,2150,29/10/2020,18,20,32,34,40,43,0,,"R$0,00",4,"R$9.475,47",308,"R$140,63",5951,"R$3,63",11,13,14,24,33,42,0,"R$0,00",20,"R$1.705,59",567,"R$76,39",9934,"R$2,18",Sim,"R$1.249.032,50","R$400.000,00","R$10.909.521,05",
2150,2151,31/10/2020,21,28,32,41,46,48,0,,"R$0,00",9,"R$4.648,38",366,"R$130,63",7136,"R$3,35",8,10,15,35,38,39,0,"R$0,00",9,"R$4.183,55",468,"R$102,16",8708,"R$2,74",Sim,"R$1.378.660,00","R$550.000,00","R$10.976.457,78",
2151,2152,03/11/2020,8,15,36,43,46,50,0,,"R$0,00",8,"R$3.987,10",379,"R$96,18",6849,"R$2,66",2,17,30,33,38,40,0,"R$0,00",5,"R$5.741,42",269,"R$135,51",5807,"R$3,13",Sim,"R$1.051.137,50","R$700.000,00","R$11.027.492,63",
2152,2153,05/11/2020,4,8,14,22,34,42,0,,"R$0,00",10,"R$4.138,13",509,"R$92,91",9352,"R$2,52",8,18,21,29,32,47,0,"R$0,00",8,"R$4.655,40",411,"R$115,06",8278,"R$2,85",Sim,"R$1.363.695,00","R$850.000,00","R$11.093.702,77",
2153,2154,07/11/2020,2,9,31,32,35,37,0,,"R$0,00",7,"R$6.510,42",427,"R$121,97",8545,"R$3,04",1,9,12,18,33,38,0,"R$0,00",4,"R$10.253,91",517,"R$100,74",10679,"R$2,43",Sim,"R$1.501.827,50","R$1.000.000,00","R$11.166.619,54",
2154,2155,10/11/2020,17,18,25,27,49,50,0,,"R$0,00",12,"R$3.909,99",605,"R$88,63",10658,"R$2,51",3,10,17,26,31,43,0,"R$0,00",13,"R$3.248,30",564,"R$95,07",10456,"R$2,56",Sim,"R$1.546.215,00","R$1.200.000,00","R$11.241.691,40",
2155,2156,12/11/2020,4,9,19,21,30,45,0,,"R$0,00",7,"R$6.890,54",629,"R$87,63",11491,"R$2,39",4,16,25,26,37,48,0,"R$0,00",12,"R$3.617,53",550,"R$100,22",10415,"R$2,64",Sim,"R$1.589.512,50","R$1.500.000,00","R$11.318.865,44",
2156,2157,14/11/2020,5,7,16,21,34,46,0,,"R$0,00",12,"R$4.246,37",603,"R$96,57",11661,"R$2,49",3,8,18,41,44,46,0,"R$0,00",12,"R$3.821,74",644,"R$90,42",11322,"R$2,57",Sim,"R$1.679.237,50","R$1.700.000,00","R$11.400.395,81",
2157,2158,17/11/2020,9,12,18,30,44,47,0,,"R$0,00",10,"R$4.663,25",584,"R$91,25",10611,"R$2,51",10,15,22,27,30,49,0,"R$0,00",6,"R$6.994,88",591,"R$90,17",10248,"R$2,60",Sim,"R$1.536.745,00","R$1.900.000,00","R$11.475.007,88",
2158,2159,19/11/2020,3,4,6,8,15,25,1,"CRICIUMA/SC; 
MONTE AZUL PAULISTA/SP","R$1.813.980,89",16,"R$2.955,65",813,"R$66,47",13470,"R$2,00",2,10,15,19,25,41,1,"R$52.019,45",9,"R$4.729,04",567,"R$95,31",11105,"R$2,43",Não,"R$1.558.425,00","R$150.000,00","R$11.550.672,57",
2159,2160,21/11/2020,2,3,13,15,19,41,0,,"R$0,00",6,"R$6.168,15",612,"R$69,11",9104,"R$2,32",5,7,13,30,35,50,0,"R$0,00",19,"R$1.753,06",653,"R$64,77",10679,"R$1,98",Sim,"R$1.219.605,00","R$300.000,00","R$11.609.886,85",
2160,2161,24/11/2020,7,13,14,18,26,40,0,,"R$0,00",3,"R$11.857,89",404,"R$100,63",7817,"R$2,60",1,10,15,29,34,44,0,"R$0,00",4,"R$8.004,08",331,"R$122,82",6836,"R$2,97",Sim,"R$1.172.307,50","R$450.000,00","R$11.666.804,74",
2161,2162,26/11/2020,7,10,24,26,37,47,0,,"R$0,00",6,"R$6.018,74",393,"R$105,01",8051,"R$2,56",8,26,33,37,42,46,0,"R$0,00",4,"R$8.125,30",398,"R$103,69",7763,"R$2,65",Sim,"R$1.190.062,50","R$600.000,00","R$11.724.584,69",
2162,2163,28/11/2020,11,14,27,31,34,39,0,,"R$0,00",6,"R$6.825,12",441,"R$106,12",7727,"R$3,02",4,15,26,35,40,41,0,"R$0,00",4,"R$9.213,92",355,"R$131,83",7406,"R$3,15",Sim,"R$1.349.505,00","R$800.000,00","R$11.790.105,88",
2163,2164,01/12/2020,6,15,22,24,37,39,0,,"R$0,00",10,"R$4.013,30",484,"R$94,76",8818,"R$2,60",10,11,20,26,38,47,0,"R$0,00",6,"R$6.019,96",345,"R$132,94",7768,"R$2,95",Sim,"R$1.322.557,50","R$1.000.000,00","R$11.854.318,72",
2164,2165,03/12/2020,8,16,24,27,29,43,0,PARAUAPEBAS/PA,"R$0,00",10,"R$4.159,48",583,"R$81,53",9067,"R$2,62",2,4,26,34,44,46,1,"R$45.754,28",7,"R$5.347,91",468,"R$101,57",9108,"R$2,60",Sim,"R$1.370.730,00","R$1.000.000,00","R$11.920.870,43",
2165,2166,05/12/2020,11,14,18,29,38,45,0,,"R$0,00",11,"R$4.238,85",446,"R$119,48",9610,"R$2,77",8,13,21,27,39,43,0,"R$0,00",11,"R$3.814,97",609,"R$87,50",10654,"R$2,50",Sim,"R$1.536.575,00","R$1.300.000,00","R$11.995.474,24",
2166,2167,08/12/2020,2,16,23,27,29,39,0,,"R$0,00",13,"R$3.149,79",463,"R$101,07",8684,"R$2,69",9,10,19,22,29,41,0,"R$0,00",7,"R$5.264,66",457,"R$102,40",9035,"R$2,58",Sim,"R$1.349.392,50","R$1.400.000,00","R$12.060.989,97",
2167,2168,10/12/2020,11,12,19,21,36,47,0,,"R$0,00",13,"R$3.394,77",489,"R$103,14",10031,"R$2,51",13,31,32,34,39,45,0,"R$0,00",8,"R$4.964,85",464,"R$108,69",9348,"R$2,69",Sim,"R$1.454.340,00","R$1.600.000,00","R$12.131.601,11",
2168,2169,12/12/2020,8,9,10,11,16,25,0,,"R$0,00",16,"R$3.035,65",742,"R$74,80",12363,"R$2,24",2,4,17,26,33,45,0,"R$0,00",21,"R$2.081,59",752,"R$73,81",12251,"R$2,26",Sim,"R$1.600.605,00","R$1.800.000,00","R$12.209.313,70",
2169,2170,15/12/2020,4,10,13,21,27,37,0,,"R$0,00",6,"R$7.583,99",646,"R$80,50",11104,"R$2,34",5,8,21,35,47,48,0,"R$0,00",7,"R$5.850,51",523,"R$99,43",10551,"R$2,46",Sim,"R$1.499.552,50","R$2.000.000,00","R$12.282.119,97",
2170,2171,17/12/2020,17,18,27,31,40,46,0,,"R$0,00",14,"R$3.319,80",431,"R$123,24",8288,"R$3,20",2,8,19,23,33,44,0,"R$0,00",12,"R$3.485,79",624,"R$85,12",11476,"R$2,31",Sim,"R$1.531.625,00","R$2.200.000,00","R$12.356.483,47",
2171,2172,19/12/2020,1,5,6,17,43,48,0,,"R$0,00",6,"R$8.623,24",595,"R$99,37",11786,"R$2,50",4,6,10,12,14,17,0,"R$0,00",30,"R$1.552,18",1008,"R$58,66",13825,"R$2,13",Sim,"R$1.705.040,00","R$2.400.000,00","R$12.439.266,59",
2172,2173,22/12/2020,4,11,13,22,43,50,0,,"R$0,00",13,"R$4.476,53",739,"R$89,99",13898,"R$2,39",2,16,23,27,43,48,0,"R$0,00",15,"R$3.491,70",800,"R$83,13",12964,"R$2,56",Sim,"R$1.917.775,00","R$2.700.000,00","R$12.532.378,44",
2173,2174,24/12/2020,18,20,22,30,49,50,0,,"R$0,00",14,"R$3.733,28",592,"R$100,89",10453,"R$2,85",17,34,38,41,42,43,0,"R$0,00",15,"R$3.135,96",590,"R$101,24",10701,"R$2,79",Sim,"R$1.722.390,00","R$2.800.000,00","R$12.616.003,94",
2174,2175,26/12/2020,4,9,16,17,20,41,0,,"R$0,00",9,"R$5.017,96",455,"R$113,43",9390,"R$2,74",5,10,19,23,38,40,0,"R$0,00",11,"R$3.695,05",549,"R$94,01",10426,"R$2,47",Sim,"R$1.488.272,50","R$3.100.000,00","R$12.688.262,58",
2175,2176,29/12/2020,5,9,18,44,48,49,0,,"R$0,00",18,"R$3.587,47",882,"R$83,67",15887,"R$2,32",9,12,15,17,24,29,0,"R$0,00",20,"R$2.905,85",971,"R$76,00",16315,"R$2,26",Sim,"R$2.128.010,00","R$3.300.000,00","R$12.791.581,75",
2176,2177,31/12/2020,1,2,21,25,43,46,0,,"R$0,00",7,"R$7.538,09",443,"R$136,12",10216,"R$2,95",9,14,32,36,37,50,0,"R$0,00",10,"R$4.748,99",627,"R$96,17",10614,"R$2,84",Sim,"R$1.738.890,00","R$3.600.000,00","R$12.876.008,36",
2177,2178,02/01/2021,5,26,35,38,47,48,0,,"R$0,00",7,"R$5.094,72",396,"R$102,92",7838,"R$2,60",4,6,11,13,25,28,0,"R$0,00",9,"R$3.566,30",590,"R$69,08",9941,"R$2,04",Sim,"R$1.175.252,50","R$3.700.000,00","R$12.933.069,25",
2178,2179,05/01/2021,4,5,15,21,24,27,0,,"R$0,00",17,"R$4.112,92",758,"R$105,41",16355,"R$2,44",15,19,21,26,38,39,0,"R$0,00",7,"R$8.989,67",819,"R$97,56",13740,"R$2,90",Sim,"R$2.304.157,50","R$4.000.000,00","R$13.044.940,72",
2179,2180,07/01/2021,15,27,32,41,44,49,0,,"R$0,00",14,"R$5.148,94",866,"R$95,13",15553,"R$2,64",7,12,33,34,37,43,0,"R$0,00",22,"R$2.948,94",1032,"R$79,82",18266,"R$2,25",Sim,"R$2.375.520,00","R$4.300.000,00","R$13.160.276,99",
2180,2181,09/01/2021,15,28,38,40,46,49,1,PRESIDENTE VENCESLAU/SP,"R$4.308.448,58",15,"R$5.102,07",679,"R$128,81",13725,"R$3,18",3,5,6,21,23,26,0,"R$0,00",14,"R$4.919,85",1061,"R$82,43",19078,"R$2,29",Não,"R$2.522.030,00","R$250.000,00","R$13.282.726,59",
2181,2182,12/01/2021,15,21,38,46,47,49,0,,"R$0,00",12,"R$3.376,64",766,"R$60,45",8437,"R$2,74",1,3,20,25,29,40,0,"R$0,00",1,"R$36.467,65",323,"R$143,36",7645,"R$3,02",Sim,"R$1.335.297,50","R$400.000,00","R$13.347.557,99",
2182,2183,14/01/2021,26,31,35,36,38,49,0,,"R$0,00",4,"R$10.030,86",335,"R$136,88",7533,"R$3,04",2,8,10,12,48,49,0,"R$0,00",15,"R$2.407,41",591,"R$77,58",9917,"R$2,31",Sim,"R$1.322.242,50","R$650.000,00","R$13.411.755,54",
2183,2184,16/01/2021,2,4,5,24,36,43,0,,"R$0,00",11,"R$3.979,51",563,"R$88,85",10745,"R$2,32",6,8,14,17,21,40,0,"R$0,00",7,"R$5.628,17",483,"R$103,57",9064,"R$2,75",Sim,"R$1.442.565,00","R$800.000,00","R$13.481.794,97",
2184,2185,19/01/2021,23,24,29,31,39,40,0,,"R$0,00",4,"R$10.493,96",251,"R$191,12",6296,"R$3,80",3,7,9,18,22,41,0,"R$0,00",37,"R$1.458,62",680,"R$70,54",11419,"R$2,10",Sim,"R$1.383.287,50","R$900.000,00","R$13.548.956,37",
2185,2186,21/01/2021,5,10,11,17,21,32,0,,"R$0,00",12,"R$3.493,39",556,"R$86,16",10643,"R$2,25",5,9,10,13,14,26,0,"R$0,00",8,"R$4.716,07",667,"R$71,82",12237,"R$1,95",Sim,"R$1.381.467,50","R$1.100.000,00","R$13.616.029,41",
2186,2187,23/01/2021,8,24,28,29,38,43,0,,"R$0,00",13,"R$3.608,46",476,"R$112,62",9188,"R$2,91",3,18,20,26,34,39,0,"R$0,00",8,"R$5.277,36",540,"R$99,28",9437,"R$2,84",Sim,"R$1.545.885,00","R$1.300.000,00","R$13.691.085,24",
2187,2188,26/01/2021,6,12,17,18,22,31,0,,"R$0,00",14,"R$3.050,86",521,"R$93,69",9622,"R$2,53",3,21,24,29,30,32,0,"R$0,00",4,"R$9.610,21",398,"R$122,64",8310,"R$2,93",Sim,"R$1.407.547,50","R$1.400.000,00","R$13.759.424,51",
2188,2189,28/01/2021,7,9,20,21,28,49,0,,"R$0,00",8,"R$5.363,94",522,"R$93,94",9974,"R$2,45",15,27,30,33,46,50,0,"R$0,00",14,"R$2.758,60",576,"R$85,14",9165,"R$2,67",Sim,"R$1.414.122,50","R$1.600.000,00","R$13.828.083,01",
2189,2190,30/01/2021,12,20,26,33,38,46,0,,"R$0,00",13,"R$4.014,97",581,"R$102,66",10875,"R$2,74",13,14,17,32,36,44,0,"R$0,00",26,"R$1.806,74",853,"R$69,93",13203,"R$2,25",Sim,"R$1.720.040,00","R$1.900.000,00","R$13.911.594,41",
2190,2191,02/02/2021,17,23,24,31,35,44,0,,"R$0,00",10,"R$5.703,04",599,"R$108,81",11937,"R$2,73",25,31,33,34,43,46,0,"R$0,00",7,"R$7.332,49",600,"R$108,62",11571,"R$2,81",Sim,"R$1.879.402,50","R$2.200.000,00","R$14.002.843,21",
2191,2192,04/02/2021,1,2,12,32,39,41,0,,"R$0,00",5,"R$11.321,99",448,"R$144,41",9614,"R$3,36",1,21,35,38,46,50,0,"R$0,00",9,"R$5.661,00",465,"R$139,13",10786,"R$2,99",Sim,"R$1.865.545,00","R$2.400.000,00","R$14.093.419,16",
2192,2193,06/02/2021,17,19,21,24,26,44,0,,"R$0,00",18,"R$3.697,64",858,"R$88,65",15490,"R$2,45",2,9,29,37,40,46,0,"R$0,00",15,"R$3.993,46",552,"R$137,80",11728,"R$3,24",Sim,"R$2.193.362,50","R$2.700.000,00","R$14.199.911,32",
2193,2194,09/02/2021,10,11,18,34,42,44,0,,"R$0,00",18,"R$3.969,28",762,"R$107,15",14658,"R$2,78",8,18,20,23,40,44,0,"R$0,00",21,"R$3.062,02",737,"R$110,79",14127,"R$2,88",Sim,"R$2.354.492,50","R$3.000.000,00","R$14.314.226,68",
2194,2195,11/02/2021,3,9,14,27,28,34,0,,"R$0,00",14,"R$4.975,02",971,"R$81,97",17227,"R$2,31",12,17,28,39,40,50,0,"R$0,00",18,"R$3.482,51",755,"R$105,43",14150,"R$2,81",Sim,"R$2.295.277,50","R$3.200.000,00","R$14.425.667,02",
2195,2196,13/02/2021,4,15,24,28,38,44,0,,"R$0,00",14,"R$5.470,91",828,"R$105,71",17036,"R$2,56",11,13,28,35,44,49,0,"R$0,00",18,"R$3.829,64",1047,"R$83,60",18693,"R$2,34",Sim,"R$2.524.065,00","R$3.600.000,00","R$14.548.215,45",
2196,2197,18/02/2021,5,10,30,33,38,44,1,BELO HORIZONTE/MG,"R$3.568.609,83",27,"R$2.982,86",959,"R$95,97",18008,"R$2,55",1,5,7,16,29,49,0,"R$0,00",11,"R$6.589,41",949,"R$96,98",18627,"R$2,47",Não,"R$2.654.052,50","R$200.000,00","R$14.677.075,02",
2197,2198,20/02/2021,5,6,19,42,45,47,0,,"R$0,00",9,"R$4.476,58",585,"R$78,70",10853,"R$2,12",14,18,22,38,46,49,0,"R$0,00",8,"R$4.532,54",481,"R$95,72",9037,"R$2,54",Sim,"R$1.327.705,00","R$400.000,00","R$14.741.537,78",
2198,2199,23/02/2021,3,6,16,19,38,49,0,,"R$0,00",6,"R$5.904,96",501,"R$80,82",8760,"R$2,31",3,10,25,28,37,38,0,"R$0,00",2,"R$15.943,39",394,"R$102,76",7754,"R$2,61",Sim,"R$1.167.565,00","R$500.000,00","R$14.798.225,43",
2199,2200,25/02/2021,1,13,23,39,43,45,0,,"R$0,00",8,"R$4.404,86",360,"R$111,86",7217,"R$2,79",3,17,18,20,22,31,0,"R$0,00",4,"R$7.928,75",462,"R$87,17",8190,"R$2,45",Sim,"R$1.161.275,00","R$700.000,00","R$14.854.607,68",
2200,2201,27/02/2021,15,16,22,28,41,42,0,,"R$0,00",5,"R$7.722,64",370,"R$119,26",7854,"R$2,80",3,10,18,24,33,43,0,"R$0,00",8,"R$4.343,98",498,"R$88,61",9407,"R$2,34",Sim,"R$1.272.472,50","R$800.000,00","R$14.916.388,79",
2201,2202,02/03/2021,3,19,24,25,31,36,0,CANAL ELETRONICO,"R$0,00",7,"R$5.744,90",459,"R$100,12",9424,"R$2,43",4,10,12,23,45,48,1,"R$44.235,69",16,"R$2.262,05",559,"R$82,21",10204,"R$2,25",Sim,"R$1.325.235,00","R$1.000.000,00","R$14.980.731,62",
2202,2203,04/03/2021,5,11,32,39,45,50,0,,"R$0,00",7,"R$6.248,61",545,"R$91,72",9911,"R$2,52",23,25,30,33,42,46,0,"R$0,00",10,"R$3.936,62",476,"R$105,01",9110,"R$2,74",Sim,"R$1.441.432,50","R$1.200.000,00","R$15.050.716,10",
2203,2204,06/03/2021,12,22,34,46,47,49,0,,"R$0,00",9,"R$5.351,53",522,"R$105,44",10695,"R$2,57",21,24,34,35,39,48,0,"R$0,00",6,"R$7.224,57",435,"R$126,53",9036,"R$3,04",Sim,"R$1.587.207,50","R$1.400.000,00","R$15.127.778,23",
2204,2205,09/03/2021,8,23,30,32,43,48,0,,"R$0,00",5,"R$8.784,53",489,"R$102,65",8967,"R$2,79",5,15,20,23,37,46,0,"R$0,00",5,"R$7.906,08",464,"R$108,18",9313,"R$2,69",Sim,"R$1.447.442,50","R$1.500.000,00","R$15.198.054,48",
2205,2206,11/03/2021,5,9,13,29,34,35,0,,"R$0,00",10,"R$4.420,61",638,"R$79,18",11333,"R$2,22",6,10,31,41,45,47,0,"R$0,00",4,"R$9.946,37",436,"R$115,87",8697,"R$2,90",Sim,"R$1.456.782,50","R$1.800.000,00","R$15.268.784,22",
2206,2207,13/03/2021,1,4,15,17,46,48,0,,"R$0,00",12,"R$3.780,21",482,"R$107,55",9712,"R$2,66",15,18,25,28,33,44,0,"R$0,00",3,"R$13.608,77",589,"R$88,01",11059,"R$2,34",Sim,"R$1.494.895,00","R$1.900.000,00","R$15.341.364,41",
2207,2208,16/03/2021,2,3,14,16,27,47,0,,"R$0,00",14,"R$3.147,32",680,"R$74,05",11098,"R$2,26",1,4,14,32,37,42,0,"R$0,00",10,"R$3.965,62",433,"R$116,29",8322,"R$3,02",Sim,"R$1.452.050,00","R$2.100.000,00","R$15.411.864,36",
